name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Boy Meets Maria,216,8.29,816,1017,2017,taiga hirasawa alway long hero like movi never known would play heroin role first day high school set eye maria star drama club grace air ambival maria appl everyon eye taiga quick confess find maria real name yuu arima much male classmat howev taiga drawn arima volatil person beli past haunt day regardless gender taiga nevertheless want learn true arima,27,831,13788,107,6521,14.0
Dandadan,217,8.29,99,4884,2021,aggress reject momo ayas find sulk stumbl across boy bulli save rash kind occult ob boy attempt speak supernatur interest believ share reject claim ayas proclaim instead believ ghost start argument two real bet determin correct two decid separ visit locat associ occult supernatur ayas visit former boy visit latter two reach respect place turn neither wrong occult ghost exist mark begin ayas boy adventur attempt fix surreal supernatur occult element around return normal life,191,66696,1625,2513,41552,12.0
D.Gray-man,218,8.28,64,12469,2004,thousand year ago exist gift power god mission destroy omin evil lurk dark known akuma led milenium earl akuma seek destroy fragment innoc weapon capabl harm earl armi bring great flood hundr year ago prevent tragedi happen black order form organ dedic fight earl recruit exorcist inher abil accomod innoc fight akuma late 19th centuri allen walker white hair boy arm innoc take form entir left arm cur eye see akuma sent black order allen meet variou comrad order mercuri yuu kanda kindheart lenale lee cheer yet mysteri lavi despit differ person one goal mind bring salvat soul akuma prevent earl destroy world,128,76737,5861,9851,43073,10.0
Paradise Kiss,219,8.29,309,2531,1999,two eccentr dress individu ambush high school student yukari hayasaka promptli pas due shock soon awaken find surround even strang dress peopl basement studio paradis kiss fashion design club compos four student yazawa school art although seem like yukari kidnap older student explain approach see would model collect upcom fashion show senior busi schedul yukari furious reject group offer drop student passbook hast leav ringlead group georg koizumi pick use mean coerc yukari consid request hear member unbridl ambit yukari inspir reevalu circumst eventu agre help paradis kiss model yukari must learn balanc new respons hectic person life howev time spend georg rest team harder becom avoid get swept glitz glamor fashion world,236,4124,25175,941,18813,14.0
Claymore,220,8.29,38,13268,2001,middl age remnant mankind plagu paranoia death spoken fear whisper word yoma cut clear imag mind monstrou be insati hunger human flesh fear gruesom appetit dwarf abil shapeshift steal memori last meal forev vulner attack human live uneas even among famili mean kill yoma organ inform known claymor human line defens dispatch half human half yoma femal warrior purifi villag yoma lone danger exist death warrior come new assign time found tri battl long arduou travel spent ever intensifi struggl resist yoma blood maintain human villag know pay secur reluctantli loathsom regard protector claymor follow stoic low rank member clare daunt trek search person vengeanc along way encount mani unexpect thing world camaraderi hope held fast sister arm sinist truth behind claymor organ,127,39502,71308,5080,68198,7.0
Black Lagoon,221,8.29,301,2094,2002,rokuro okajima averag japanes salaryman live averag life taken hostag crew black lagoon rokuro find thrown headfirst deadli world outlaw hero brutal villain blaze gunfight end anyon guess one thing certain wild ride sourc viz medium,203,20603,2514,1726,22007,14.0
Tokyo Crazy Paradise,222,8.29,972,735,1996,life year 2020 tokyo tough crime rate high crime woman rank second murder prevent daughter expo crime tsukasa parent rais male tsukasa aspir policeman fight yakuza like parent howev parent die line work leav behind tsukasa 3 brother fend tsukasa must thu work bodyguard classmat ryuji happen leader power yakuza group tokyo pay famili debt sourc ann edit,117,1497,8699,765,6391,14.0
Angel Densetsu,223,8.29,287,2215,1992,whisper name seiichir kitano enough send shiver spine student hekikuu high fearsom look make even toughest men scream appear put enough also known extrem brutal fight singl day took school top thug becam new guardian entir school merci anyon dare challeng better readi meet maker stori go truth terribl rumor surround seiichir misunderstand mani assum worst demon like featur realiti kindheart boy goe way help other attempt good deed alway get hilari skew miscommun case becam new guardian time time seiichir tri fail prove demon rumor make hope one day abl friend look beyond scari disposit see truli angel,188,5834,26356,1658,19047,16.0
Meitantei Conan,224,8.29,268,5629,1994,hail savior japanes polic depart high school detect shinichi kudou use combin observ skill critic think around knowledg solv case leav polic stump one day outing childhood friend ran mouri shinichi bear wit suspici transact two men caught result forc ingest poison suppos kill unexpectedli shrink bodi size grade schooler instead believ dead shinichi take alia conan edogawa compound name famou mysteri author arthur conan doyl ranpo edogawa order hide ident begin new life seven year old live ran privat detect father meitantei conan follow conan continu solv murder case slowli work toward expo men shrunk eventu restor bodi,197,32274,1341,6009,8422,3.0
Kimi ni Todoke,225,8.29,102,5300,2005,sawako kuronuma 15 year old student often mistaken horrif veng spirit sadako yamamura ring uncanni resembl lead sawako call sadako instead due aloof gloomi appear peer grown afraid keep distanc despit treatment harbor innoc dilig heart given honest desir make friend sawako hold profound admir shouta kazehaya popular boy class refresh person smooth interperson interact kazehaya natur draw peopl wish like sawako begin spend time kazehaya attempt turn new leaf sawako find encourag explor new thing never dare kazehaya right besid,14,38341,27862,5893,34211,3.0
Dengeki Daisy,226,8.29,101,7962,2007,teru kurebayashi left alon world death brother souichir well alon except daisi someon alway talk never hesit cheer howev teru never met daisi idea look like mean contact cell phone brother left stark contrast kind word encourag teru receiv daisi get noth grief rude school janitor tasuku kurosaki forc teru work accident broke window kurosaki seem like lazi good noth enjoy make miser meet eye,17,34451,37580,7055,27574,14.0
Hana to Akuma,227,8.29,367,1658,2007,two winter pas sinc high rank demon vivi left demon realm came human world although plea peac tranquil surfac quickli bore howev peac lifestyl soon interrupt return one even see cri child outsid front gate decid take abandon girl name hana whim keep mere entertain way kill time unconcern futur pledg abandon becom troublesom fourteen year later hana continu matur grow vivi perplex unwav loyalti remain unsur feel toward realli continu maintain old unconcern facad,117,4655,23562,1482,12643,13.0
Takemitsuzamurai,228,8.29,1420,352,2006,although rounin souichir senou quickli discov new neighbor katagi apart trust childlik wonder world around allow strike friendship carpent son kankichi kankichi help souichir begin establish life edo tenement exchang longtim sword kunifusa bamboo blade due newfound desir refrain violenc unfortun souichir avoid conflict edo alway possibl long souichir find stalk brutal assassin shinnosuk kikuchi delight butcher anyon caught target time souichir must step forward defend peopl tenement reawaken intens bloodlust younger day resurrect memori would much rather forget,20,998,2590,173,9250,3.0
Gakuen Babysitters,229,8.29,721,739,2009,ryuuichi kashima alway taken care littl brother kotar due parent travel time kashima suddenli die plane crash elderli woman name youko morinomiya offer becom brother guardian becom adult turn lost son daughter law tragedi teenag ryuuichi also attend school youko work chairwoman one condit must part babysit club serv place look child professor first may seem like rough start ryuuichi help classmat hayato kamitani mani other experi novel adventur child club,135,12095,1115,868,7663,11.0
Blue Giant Supreme,230,8.29,5829,26,2016,synopsi inform ad titl,18,838,368,28,1866,3.0
Kengan Ashura,231,8.29,281,2404,2012,behind everi major busi deal japan fighter left lie ground anoth stand bodi ever sinc edo period japan influenti compani settl conflict ruthless unarm gladiat battl order facilit match underground organ known kengan associ creat ouma tokita man nicknam ashura strive becom strongest martial artist becom kengan fighter compani call nogi group shortli kazuo yamashita employe stale job nogi group ask becom ouma manag thrown harrow arena duo abl surviv brutal world kengan,211,8154,25924,1066,19351,16.0
