name,ranked,score,popularity,favorite,published,genre,description,serialization,reading,completed,dropped,plan_to_read
Kimi ga Shinu made Koi wo Shitai,501,8.04,2840,167,"Aug 18, 2018","Fantasy, Girls Love","The death of Sheena Totsuki's roommate is casually announced at the start of class, and the day carries on as usual. In an orphanage that raises children as soldiers, death is nothing new to the residents. With their home country embroiled in a war that has dragged on for too many years and shows no signs of stopping, the institution's children are sent off to die in battle every day. In contrast to the other orphans, Sheena is deeply disturbed by the ongoing conflict and wishes for it to end.

On the night of her roommate's death, Sheena met a blood-covered girl who remained jubilant despite the condition she was in. The next day, the girl appears as a new student in Sheena's class and introduces herself as Mimi Kagari. Initially thought to be a school myth, Mimi is said to be the secret weapon of the orphanage—a girl who cannot die. Assigned as Sheena's new roommate, Mimi hopes to get along with her and get accustomed to school life.

However, unsettled by Mimi's carefree attitude toward the war, Sheena struggles to accept the world they live in, all while their unusual friendship flourishes amid the bleak situation.

",Comic Yuri Hime,"3,400",121,150,"2,938"
Unmei no Hito ni Deau Hanashi,502,8.04,2375,157,"Apr 24, 2021",Romance,"Dreams about finding her one true love are all Yuuki Honda has. She has thrown herself into college work but still yearns for a fateful encounter with a man who is just as handsome and charming as her beloved manga characters. Despite her desire to meet new people, she finds herself out of her element in a crowded club. Here she meets Iori Souma, who is drunk, disdainful, and looks down on Yuuki, bluntly saying things too embarrassing to hear.

Although he comes off as impolite and rough, Iori quickly proves that first impressions can be deceiving. When he calls Yuuki to apologize, she confesses her romantic aspirations. Instead of the expected scorn, Iori offers to help Yuuki find her future soulmate. While Iori's cool but selfless nature makes him a great friend, Yuuki can no longer ignore just how fast her heart beats when she is by his side.

",Dessert,"3,929",111,124,"3,730"
Nekota no Koto ga Kininatte Shikatanai.,503,8.04,1681,277,"Apr 3, 2013","Comedy, Romance","Transferring often, Mikiko ""Mikki"" Amane maintains an aloof and detached attitude at each new school. However, she is thrown for a loop when she sets eyes on her classmate Nekota. He has the face of a cat! No matter what angle it's viewed from, or how hard it's tugged on, his head looks like a mascot. To make matters worse, Mikki seems to be the only one who finds this strange.

With her interest piqued, Mikki unravels the mystery behind the cat-faced Nekota, and why only she sees him this way. There is no better way to get close and investigate than to befriend him. For once, the usually indifferent transfer student might just have to make some friends!

",Ribon Magazine,"1,730","5,355",287,"3,659"
Full Moon wo Sagashite,504,8.04,447,"1,905","Dec 1, 2001","Comedy, Drama, Fantasy, Romance, Supernatural","At the tender age of twelve, Mitsuki Kouyama has a sarcoma in her throat. Though this rare cancer can be cured by removing her vocal cords, Mitsuki refuses because of her desire to become a pop singer and keep her childhood promise to Eichi Sakurai, her first love who left for America. Unable to both heal and keep her voice, she allows her health to deteriorate as she accepts her tragic fate.

One day, while escaping the home of her music-hating grandmother to attend an audition, Mitsuki meets two shinigami Takuto Kira and Meroko Yui. Realizing that Mitsuki can see them, Takuto and Meroko reveal to her that she will die in a year. Moved by her plight, Takuto allows Mitsuki the chance to pursue her dream by giving her the ability to transform into a healthy sixteen-year-old girl. After being chosen for a contract with Seed Records, Mitsuki makes her debut under the stage name Full Moon and chooses to pursue her dream music career before her life's end.

",Ribon Magazine,"2,414","23,491","1,309","8,320"
Rough,505,8.04,3010,140,1987,"Comedy, Drama, Romance, Sports","Yamato Keisuke, a promising freestyle swimmer, and Ninomiya Ami, a talented diver, are the offspring of two rival families owners of confectionery shops. Two generations ago, Grandfather Ninomiya came up with an idea for an owl-shaped cake, but Grandfather Yamato quickly raised to the challenge and thought of a similar cake—but in Yamato's the owl had ears. Because they're priced the same, Yamato's extra ears were crucial, and that made the business of the Ninomiya confectionery suffered. Grandfather Ninomiya then fell ill worrying about his shop. Before his death, his last words were ""I was killed by the Yamatos,"" and since that moment the two families have been sworn rivals.

(Source: MU)",Shounen Sunday,295,"3,734",77,"2,360"
Devilman,506,8.04,298,"3,276","Jun 11, 1972","Action, Adventure, Drama, Fantasy, Horror, Sci-Fi, Supernatural","Soft-hearted Akira Fudou has always been somewhat of a pushover. When he reunites with his childhood friend, Ryou Asuka, in a fateful encounter, Ryou reveals to him the terrifying reality of his father's research: demons exist and are planning to claim possession of the earth once again.

Eager to help his friend save humanity, Akira agrees to attend Black Sabbath, a party filled with depravity and corruption, to attempt to merge with a demon. A near-death encounter causes him to unify with Amon, a demon feared amongst even his own kind. Together they form Devilman, a combination of Amon's strength and Akira's pure heart.

After uniting with Amon, Akira begins to fight against the demons with his newfound power, desperate to stop the downfall of all human civilization.

",Shounen Magazine (Weekly),"3,661","26,954",633,"20,285"
Vassalord.,507,8.04,1131,604,"Nov 17, 2004","Action, Boys Love, Comedy, Fantasy, Mystery, Supernatural","Charley, a cyborg vampire who does the Vatican's dirty work, is the thrall of the local vampire playboy Johnny Rayflo. As the two fight crime—and each other—hilarity, violence and sacrilege ensue! But can Charley resist his own desperate cravings for blood? Find out as the devilish duo go up aginst a childlike vampire princess, a mysterious branch of the Unitarian Church...and one another.

(Source: Tokyopop)

Included one-shot:
Volume 2: Zoul Half",Comic Blade Zebel,"3,169","5,007",658,"6,104"
Ningen Shikkaku,508,8.04,462,726,"Feb 6, 2009",Drama,"Ooba Youzou is a troubled soul incapable of revealing his true self to others. A weak constitution and the lingering trauma from some abuse administered by a relative forces him to uphold a facade of hollow jocularity since high school.

(Source: MU)",Comic Bunch,"2,568","10,458",334,"21,953"
Gokinjo Monogatari,509,8.03,1686,316,Feb 1995,Romance,"Peppy and creative teenager Mikako wants nothing more than to make it as a fashion designer. But when she enters art school alongside her lifelong friend Tsutomu, she finds herself distracted by his sudden popularity and subsequent love life. Despite her feelings, Mikako forms a club with Tsutomu and her friends to sell their creations at a local flea market. While the group is out scouting the flea market, however, discord arises between members in the group and what begins as an exciting day quickly turns sour.

(Source: VIZ Media)",Ribon Magazine,957,"4,391",227,"5,410"
Boku no Hatsukoi wo Kimi ni Sasagu,510,8.03,810,414,"Aug 5, 2005","Award Winning, Romance, Slice of Life","Takuma and Mayu's story began when they were only 8 years old. During his childhood, Takuma was constantly hospitalised due to his heart condition. He soon became friends with Mayu, the daughter of the doctor in charge of his case. Day by day they grew closer and closer. However, the summer when Takuma was 8, he made a promise to Mayu that he couldn't keep... Their story unfolds as they grow older and their bond gets stronger...

(Source: Tenshi-Tachi)

Included one-shots:
Volume 1: Motto Ikitai...
Volume 7: The Things I Want
Volume 11: Kare wa Ike mo Shinai Sarukoen wo Mezasu",Sho-Comi,"2,980","10,101",828,"6,626"
Seiyuu Ka!,511,8.03,1219,326,"Jun 20, 2009","Drama, Romance","As a child, Hime Kino was starstruck by ""Lovely Blazers"" voice actress Sakura Aoyama. From that day on, Hime has dreamed of following in Sakura's footsteps.

With this in mind, Hime enrolls in Hiiragi Academy, a voice acting school famous for producing the best of the best. In fact, Hime sits right next to the already successful son of Sakura, Senri Kudou. Aiming to match her peers' level of skill, Hime attempts to put her best foot forward. She introduces herself with her cutest voice, but what comes out is anything but—she sounds like an old man, earning her the nickname ""Gorilla Princess."" Suddenly, she finds herself grouped with other potential dropouts.

But Hime is not deterred by such a setback, and she quickly becomes friends with the others at the bottom of the class. With their help and her own unrivaled optimism, Hime will do whatever it takes to achieve her dream!

",Hana to Yume,"2,084","7,530",483,"4,328"
